JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458238.56806,0.6,,,Vis.,BBA,B,0.4,,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458239.6,0.5,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458244.57083,0.4,,,Vis.,CKB,,01,04,OTHER,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458247.5,0.9,,,Vis.,SHS,BL,12,05,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458249.57083,0.4,,,Vis.,CKB,,01,04,OTHER,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458253.30000,0.35,,,Vis.,SGQ,L,alf CMi mv=0.37,,Tirion/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458254.30671,0.51,,,Vis.,SGQ,BL,alf Leo mv=1.40,gam Leo mv=2.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458255.58333,0.4,,,Vis.,CKB,,01,04,OTHER,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458256.30671,0.51,,,Vis.,SGQ,L,alf Leo mv=1.35,gam Leo mv=2.20,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction+scintillation at 5.5°.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458256.31019,0.51,,,Vis.,SGQ,BL,gam Leo mv=2.20,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Scintillation effect evaluation at h=4.5°.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458256.31458,0.51,,,Vis.,SGQ,L,gam Leo mv=2.20,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction. Scintillation at h=3.5°""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458310.8757,0.3,,,Vis.,AAX,K,01,09,ATLAS,BSC EXTINCTION,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458311.8750,0.3,,,Vis.,AAX,K,01,09,ATLAS,BSC EXTINCTION,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458324.92361,0.4,,,Vis.,MCOA,L,01,09,10 Star Tutorial,Factored in extinction and color.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458331.92431,0.4,,,Vis.,MCOA,L,01,09,10 Star Tutorial,Took into account extinction and color differences.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458332.93542,0.3,,,Vis.,CKB,,01,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458333.9,0.3,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458338.92569,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458339.3639,0.7,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458341.54843,0.3,,,Vis.,MISB,L,17,09,10-STAR-TUTORIAL-GEM,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458345.93333,0.3,,,Vis.,CKB,,01,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458350.93819,0.1,,,Vis.,MCOA,,01,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458356.9375,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458359.58333,0.25,,,Vis.,SGQ,,Bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Asiago, Pennar. Naked eye near the Galileo 122 cm Reflector Telescope.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458360.57292,0.30,,,Vis.,SGQ,L,Bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Asiago, Pennar. Naked eye near the Galileo 122 cm Reflector Telescope""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458361.9,0.4,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458361.9,0.6,,,Vis.,MOW,,01,12,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458363.95139,0.3,,,Vis.,MCOA,,01,04,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458365.65,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458367.6358,0.472,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.63,Z,1.64,1.824,,ALF ORI,AAVSO,STD,,,,
2458367.6378,0.476,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.62,Z,1.64,1.810,,ALF ORI,AAVSO,STD,,,,
2458368.5629,0.476,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,2.59,Z,1.64,1.871,,ALF ORI,AAVSO,STD,,,,
2458368.5648,0.496,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,2.54,Z,1.64,1.879,,ALF ORI,AAVSO,STD,,,,
2458368.6090,0.466,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.84,Z,1.64,1.831,,ALF ORI,AAVSO,STD,,,,
2458368.6109,0.480,0.008,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.82,Z,1.64,1.844,,ALF ORI,AAVSO,STD,,,,
2458368.88472,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458369.8493,0.2,,,Vis.,AAX,K,01,09,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458370.6130,0.575,0.012,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.75,Z,1.64,1.847,,ALF ORI,AAVSO,STD,,,,
2458370.6149,0.549,0.025,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.73,Z,1.64,1.944,,ALF ORI,AAVSO,STD,,,,
2458370.8507,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458372.65,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458373.6216,0.586,0.013,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.62,Z,1.64,1.814,,ALF ORI,AAVSO,STD,,,,
2458373.6236,0.551,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.60,Z,1.64,1.878,,ALF ORI,AAVSO,STD,,,,
2458373.65,0.4,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458374.56,0.4,,,Vis.,KTZ,,04,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458374.88889,0.6,,,Vis.,MDP,,04,09,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458374.9,0.7,,,Vis.,MOW,,01,12,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458374.92083,0.5,,,Vis.,SHA,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458375.7542,0.2,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458375.89306,0.3,,,Vis.,BBA,B,0.1,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458376.7,-0.1,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458377.92847,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458379.0,0.4,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458379.65,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458379.88889,0.4,,,Vis.,BBA,UB,0.1,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458379.925,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458380.0,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458381.2819,0.4,,,Vis.,BJFA,U,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458381.6,-0.1,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458381.6139,0.501,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.53,Z,1.64,1.781,,ALF ORI,AAVSO,STD,,,,
2458381.6163,0.503,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.52,Z,1.64,1.794,,ALF ORI,AAVSO,STD,,,,
2458381.6944,0.73,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458383.85972,0.6,,,Vis.,MDP,U,04,09,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458383.90139,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458385.9,0.7,,,Vis.,MOW,,04,09,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458385.9927,2.323,0.002,,B,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.891|K_B=0.35|KK_BV=-0.033|TB_BV=0.083|CREFMAG=5.039|PROG=TJC_PEP_6.3|COMMENT=NOCHECKSTAR; 16 BIT OVERFLOWS CORRECTED; MASK IN PLACE|,1,1.41,Z,-2.741,0.0,,ALF ORI,AAVSO,STD,,,,
2458385.9932,0.475,0.001,,V,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.891|K_V=0.19|TV_BV=-0.033|CREFMAG=4.082|PROG=TJC_PEP_6.3|COMMENT=NOCHECKSTAR; 16 BIT OVERFLOWS CORRECTED; MASK IN PLACE|,1,1.41,Z,-3.619,0.0,,ALF ORI,AAVSO,STD,,,,
2458386.65,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458386.6551,0.514,0.010,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.751,,ALF ORI,AAVSO,STD,,,,
2458386.92847,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458387.89097,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458387.9690,2.323,0.002,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.887|K_B=0.33|KK_BV=-0.033|TB_BV=0.083|CREFMAG=5.039|PROG=TJC_PEP_6.3|COMMENT=ONE SET BV SKY COUNTS ESTIMATED; BRIGHT MOON; 16 BIT OVERFLOWS CORRECTED|,1,1.50,Z,-3.178,-0.952,,ALF ORI,AAVSO,STD,,,,
2458387.9694,0.479,0.002,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.887|K_V=0.20|TV_BV=-0.033|CREFMAG=4.082|PROG=TJC_PEP_6.3|COMMENT=ONE SET BV SKY COUNTS ESTIMATED; BRIGHT MOON; 16 BIT OVERFLOWS CORRECTED|,1,1.50,Z,-4.057,-2.165,,ALF ORI,AAVSO,STD,,,,
2458388.6053,0.530,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.48,Z,1.64,1.716,,ALF ORI,AAVSO,STD,,,,
2458388.6072,0.541,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.47,Z,1.64,1.735,,ALF ORI,AAVSO,STD,,,,
2458388.64,0.4,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458388.9722,2.328,0.002,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.883|K_B=0.35|KK_BV=-0.033|TB_BV=0.083|CREFMAG=5.039|PROG=TJC_PEP_6.3|COMMENT=BRIGHT MOON; 16 BIT OVERFLOWS CORRECTED|,1,1.47,Z,-3.180,-0.955,,ALF ORI,AAVSO,STD,,,,
2458388.9726,0.487,0.003,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.883|K_V=0.17|TV_BV=-0.033|CREFMAG=4.082|PROG=TJC_PEP_6.3|COMMENT=BRIGHT MOON; 16 BIT OVERFLOWS CORRECTED|,1,1.47,Z,-4.058,-2.168,,ALF ORI,AAVSO,STD,,,,
2458389.0,0.5,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458389.90764,0.6,,,Vis.,MDP,B,04,09,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458390.3042,0.3,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458390.7,0.1,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458390.92014,0.6,,,Vis.,SHA,,0.4,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458390.94306,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458391.59028,0.30,,,Vis.,SGQ,U,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Lanciano, Santa Croce. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458391.6325,0.560,0.013,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.37,Z,1.64,1.788,,ALF ORI,AAVSO,STD,,,,
2458391.6344,0.543,0.008,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.36,Z,1.64,1.756,,ALF ORI,AAVSO,STD,,,,
2458392.3750,0.4,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458395.3097,0.3,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458395.6577,0.595,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.785,,ALF ORI,AAVSO,STD,,,,
2458395.6596,0.579,0.002,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.787,,ALF ORI,AAVSO,STD,,,,
2458395.88333,0.4,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458396.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458396.9,0.7,,,Vis.,MOW,,04,09,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458397.6244,0.579,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.761,,ALF ORI,AAVSO,STD,,,,
2458397.6264,0.573,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.765,,ALF ORI,AAVSO,STD,,,,
2458398.91597,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458399.67361,0.3,,,Vis.,GGC,,Procyon,Rigel,Personal ,,,,Z,,,,BETELGEUSE,,STD,,,,
2458400.58,0.2,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458400.6083,0.570,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.37,Z,1.64,1.798,,ALF ORI,AAVSO,STD,,,,
2458400.6101,0.588,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.36,Z,1.64,1.815,,ALF ORI,AAVSO,STD,,,,
2458401.6408,0.558,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.826,,ALF ORI,AAVSO,STD,,,,
2458401.6427,0.566,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.837,,ALF ORI,AAVSO,STD,,,,
2458401.8806,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458402.9,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458402.91319,0.5,,,Vis.,MCOA,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458403.5900,0.595,0.014,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.39,Z,1.64,1.828,,ALF ORI,AAVSO,STD,,,,
2458403.5918,0.607,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.39,Z,1.64,1.810,,ALF ORI,AAVSO,STD,,,,
2458403.60,0.6,,,Vis.,KTZ,,04,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458403.6458,0.4,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458403.97847,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458404.47,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458404.6624,0.596,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.811,,ALF ORI,AAVSO,STD,,,,
2458404.6642,0.597,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.806,,ALF ORI,AAVSO,STD,,,,
2458404.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458404.82569,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458406.52083,0.29,,,Vis.,SGQ,,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458406.66,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458406.8666,0.6,,,Vis.,BDT,,04,09,10 charts tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458407.66,0.6,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458407.6697,0.641,0.012,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.772,,ALF ORI,AAVSO,STD,,,,
2458407.88194,0.5,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458408.86597,0.6,,,Vis.,BEB,,0.4,0.9,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458408.89931,0.6,,,Vis.,BBA,U,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458409.88681,0.7,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458409.9,0.6,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458409.9,0.8,,,Vis.,MOW,,04,09,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458409.9872,2.442,0.001,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.890|K_B=0.31|KK_BV=-0.033|TB_BV=0.083|CREFMAG=5.039|PROG=TJC_PEP_6.3|COMMENT=POOR SEEING; 16 BIT OVERFLOWS CORRECTED|,1,1.24,Z,-3.185,-0.955,,ALF ORI,AAVSO,STD,,,,
2458409.9877,0.594,0.001,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.890|K_V=0.17|TV_BV=-0.033|CREFMAG=4.082|PROG=TJC_PEP_6.3|COMMENT=POOR SEEING; 16 BIT OVERFLOWS CORRECTED|,1,1.24,Z,-4.053,-2.165,,ALF ORI,AAVSO,STD,,,,
2458410.67014,0.25,,,Vis.,SGQ,,Bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458410.83542,0.63,,,Vis.,MDP,,04,09,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458410.9510,2.451,0.003,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.896|K_B=0.35|KK_BV=-0.033|TB_BV=0.083|CREFMAG=5.039|PROG=TJC_PEP_6.3|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.29,Z,-3.148,-0.925,,ALF ORI,AAVSO,STD,,,,
2458410.9514,0.598,0.001,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.896|K_V=0.22|TV_BV=-0.033|CREFMAG=4.082|PROG=TJC_PEP_6.3|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.28,Z,-4.029,-2.140,,ALF ORI,AAVSO,STD,,,,
2458411.90625,0.7,,,Vis.,SHA,,0.4,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458413.65,0.6,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458413.6515,0.647,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.804,,ALF ORI,AAVSO,STD,,,,
2458413.6535,0.636,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.811,,ALF ORI,AAVSO,STD,,,,
2458413.96319,0.7,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458414.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458414.8,0.8,,,Vis.,SHS,,12,05,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458414.89722,0.7,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458415.67569,0.45,,,Vis.,GGC,K,Procyon,Betelgeuse,Personal ,,,,Z,,,,BETELGEUSE,,STD,,,,
2458417.2938,0.3,,,Vis.,BJFA,,01,04,10 star tutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458418.92778,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458419.2833,0.5,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458420.85486,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458421.7347,0.80,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR/MOON 21-DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458422.2757,0.8,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458422.4252,0.729,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,2.37,Z,1.64,1.775,,ALF ORI,AAVSO,STD,,,,
2458422.4272,0.720,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,2.33,Z,1.64,1.763,,ALF ORI,AAVSO,STD,,,,
2458422.4292,0.719,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,2.29,Z,1.64,1.775,,ALF ORI,AAVSO,STD,,,,
2458422.8056,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458424.6428,0.758,0.008,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.40,Z,1.64,1.737,,ALF ORI,AAVSO,STD,,,,
2458424.6450,0.762,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.40,Z,1.64,1.754,,ALF ORI,AAVSO,STD,,,,
2458425.91111,0.5,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458427.4477,0.782,0.014,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.84,Z,1.64,1.952,,ALF ORI,AAVSO,STD,,,,
2458427.4496,0.785,0.011,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.82,Z,1.64,1.943,,ALF ORI,AAVSO,STD,,,,
2458427.9795,2.561,0.001,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.870|K_B=0.28|KK_BV=-0.033|TB_BV=0.083|CREFMAG=5.039|PROG=TJC_PEP_6.3|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.25,Z,-3.210,-0.954,,ALF ORI,AAVSO,STD,,,,
2458427.9799,0.735,0.003,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.870|K_V=0.17|TV_BV=-0.033|CREFMAG=4.082|PROG=TJC_PEP_6.3|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.25,Z,-4.079,-2.188,,ALF ORI,AAVSO,STD,,,,
2458428.8,0.7,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458429.41591,1.0,,,Vis.,FMAE,BUL,0.9,1.2,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458429.4446,0.772,0.011,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.81,Z,1.64,1.834,,ALF ORI,AAVSO,STD,,,,
